artifact_path	size_bytes	sha256	retention	formal_source_data
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/artifact_manifest.sha256	88	2a7efe04cb64f73ceea79c57ba9a495b3c30e08a067536adb56bd93debda833b	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/artifact_manifest.tsv	2080	2cc8f656d988d49992dbff6d06c662281c65f31eee8892273aedc5fa272c301a	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/attempt-complete.json	600	408f5ce6073a2c9280de60baccbf650351c3886e06f884ad248ea95cd19726ff	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/attempt-summary.json	425	1a9b44ccd3be3785345aacf2584c0c0aeb88b6ca93fc7cfd722713f01c7cf08c	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/attempt.json	4050	52f42aed3dbd8600158881eb2ba914def2b0144cb28a49f2655423eb7576a290	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/gpu-memory.csv	281	801f0d150ef178fcfe48abbb9f7cb44662d49d00c69483c5c27ea83e7e7e1112	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pair-results.tsv	558	6e1bc9c612a340709b1d02f0f6deaf528265aa7120ddf986534d36e78896f6a5	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/artifact_manifest.sha256	88	cc859c32160f5a14a5eec32d6e15c0449c64e822ba8a3de51f71c5ee79daa4a9	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/artifact_manifest.tsv	908	2b2cb8282430807157eb882efa0809d9670a11fd1779c91ffda47d2d37d556f5	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/command.json	1746	3f0e2160ae2a39aaf37e6f24edfafca037b7b6273317046579e10ffb23d55e9d	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/output/at0001-aq001|ENST00000725398.1|ENSG00000294716.1|ENSG00000294716|GENCODE v49|GRCh38|application_query-at0001-TFOsorted	183	d17f8f390e31fa0d37d1e2f20fcbbc9f4f0cc20c314147c4683ecd3b691d3b70	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/output/wrapper-stderr.log	120899	849b67698cb8b9574ba8fece70fc6a746f1fd90b8a650f68abdb6af738f985d1	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/output/wrapper-stdout.log	170	afd8c4f3d4aadc258e29ceb82d14c9855d78f5ea9cd87ebb0365c662027c451c	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/resource.json	860	563686c20433e05c8e0e2528e4a14f30ff10ab636abf1dc40578659f7688a1ba	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/run-report.json	16295	f0eeaec4bf7720d3c5fc39eae1ea0f755704332b80d2de1cafde499dc0d9b1db	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/stdout.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/pairs/pair00000_aq001_at0001/time.txt	1793	2d52b6f028c9e3421e670f6bfca729f66c051228ff2216b7a4b615c7eaa771c3	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/resource.json	666	e0b210a6ffd592c5f77e275d2befee7378f916cc5c4dab083c7aadb0867509f9	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/run-report.json	16295	f0eeaec4bf7720d3c5fc39eae1ea0f755704332b80d2de1cafde499dc0d9b1db	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/stderr.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_a_aq001_at0001/stdout.log	0	e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/artifact_manifest.sha256	88	0d9819b45e51f15898a86d4ec973b1e4ade203457550a89b35c6f423ab930428	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/artifact_manifest.tsv	2200	0cb54f428c787e7db1eb54780b6d80a313b7dc501bea7baeebde96c8ce539dd0	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/attempt-complete.json	600	416ee8da7a99204227fb7dba6b9c97c81486d90fc3f813309917b53d8231066c	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/attempt-summary.json	431	dcf1ab45bdeebb81af666e470c1c7453fe83011cc0873b0b7d4d56ec899afc3d	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/attempt.json	4036	d787a15eb4e7337a7564894fd231db7a4fec11e89501344619c8d57ff14c4bf4	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/gpu-memory.csv	421	dca7568f9d0960ddef23eaf74731a079f8b39b4fc28c70698e900373ac04e472	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pair-results.tsv	565	8207b42170bb2fb9608db1aa80b397b2181ea51e6dafa126e38b9e43a904dba5	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/artifact_manifest.sha256	88	dcef0fbd7ba2047fb43bcbfeb78645626f664f936b1bea5a15424068a43c542b	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/artifact_manifest.tsv	998	168a5316032d85af4e1d84c8c35f15c82b544152e3b7052db4f0c5228d5648d5	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/command.json	1739	940fcbe3d33a3ffcf88843c9a8e2a0398217bea1bbc453276cc84bded0a4f37f	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/output/at0001-aq001|ENST00000725398.1|ENSG00000294716.1|ENSG00000294716|GENCODE v49|GRCh38|application_query-at0001-TFOsorted	183	d17f8f390e31fa0d37d1e2f20fcbbc9f4f0cc20c314147c4683ecd3b691d3b70	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/output/contract.json	211	e3e5220c5dfd08489b6c8c4123244689ec2653a9a7e6d45c6041c5c61aa65347	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/output/wrapper-stderr.log	71250	3ca2ac31f62cd3135df2e9d0fd4c14681c014784bec5290b9cc8b26799df8e42	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/output/wrapper-stdout.log	170	d131fdae0163af7a28e6276e3583086883b58cbe703dcbffed1bd7c39f04bc44	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/resource.json	863	f8ff672ec6259bbc92fc61e6e796760bff09a7f84f311f03d2b261d06ce0d2a5	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/run-report.json	16786	b9fd2b41ce4aab887627c16f21757b7887ca7b1f3cbb5736b1c8ffe11d2c329f	raw_ignored_local_artifact	0
.paper-artifacts/bioinformatics-phase3-application-v1/pilot/p3pilot_b_aq001_at0001/pairs/pair00000_aq001_at0001/stderr.log	85	306a9ffe7fc3979d739c876945c80df4cfeffecdb56ab5185aae42da390be8b7	raw_ignored_local_artifact	0
